content,label,type,content_without_emojis,content_preprocessed
"bouteille armagnac offerte, arrivée à la date prévue, très bien emballée,avec le papier cadeau demandé . la personne a été très contente et la qualité du produit est bonne.",pos,commentaire,"bouteille armagnac offerte, arrivée à la date prévue, très bien emballée,avec le papier cadeau demandé . la personne a été très contente et la qualité du produit est bonne.","['bouteille', 'armagnac', 'offerte', 'arriver', 'date', 'prévoir', 'bien', 'emballéeavec', 'papier', 'cadeau', 'demander', 'être', 'content', 'qualité', 'produit', 'bon']"
"une très belle surprise avec the bline water ! les différents goûts sont à la fois agréables et rafraîchissants . le packaging est soigné, moderne et donne envie. le produit tient toutes ses promesses : naturel, fabriqué en france et pensé avec soin. une belle réussite, bravo à clement 👏",pos,commentaire,"une très belle surprise avec the bline water ! les différents goûts sont à la fois agréables et rafraîchissants . le packaging est soigné, moderne et donne envie. le produit tient toutes ses promesses : naturel, fabriqué en france et pensé avec soin. une belle réussite, bravo à clement :applaudissements:","['bel', 'surprise', 'the', 'bline', 'water', 'goût', 'fois', 'agréable', 'rafraîchissant', 'packaging', 'soigner', 'moderne', 'donne', 'envier', 'produit', 'tenir', 'promesse', 'naturel', 'fabriquer', 'france', 'penser', 'soin', 'bel', 'réussite', 'bravo', 'clement', 'applaudissement']"
"expédition aux top, qualité et choix qui font de ce site un incontournable.",pos,commentaire,"expédition aux top, qualité et choix qui font de ce site un incontournable.","['expédition', 'top', 'qualité', 'choix', 'site', 'incontournable']"
"service client minable: au début on me dit que mon email a été perdu. puis on me raconte n'importe quoi sur les fournisseurs et sur les produits en ligne, comme quoi ils travaillent déjà avec des fournisseurs écossais direct et comme quoi ils ne font que de l'alimentaire (faux) mais c'est moi qui n'ai pas bien regardé évidemment (je cite) ... puis au final on revient vers moi pour me dire un très désagréable: ""si on n'a pas répondu à votre email c'est qu'il ne nous intéresse pas"". et la politesse en fait? il faut l'acheter en option sur votre site en ligne j'imagine. la moindre des choses serait de répondre même si la réponse est négative par politesse et ne pas laisser les gens dans le flou. bien contente effectivement que cet échange ai eu lieu pour voir la façon dont vous traitez les personnes qui s'interess(ai)ent à votre groupe. ps cottage delight n'est pas écossais ... mais c'est moi qui lit mal :)",neg,commentaire,"service client minable: au début on me dit que mon email a été perdu. puis on me raconte n'importe quoi sur les fournisseurs et sur les produits en ligne, comme quoi ils travaillent déjà avec des fournisseurs écossais direct et comme quoi ils ne font que de l'alimentaire (faux) mais c'est moi qui n'ai pas bien regardé évidemment (je cite) ... puis au final on revient vers moi pour me dire un très désagréable: ""si on n'a pas répondu à votre email c'est qu'il ne nous intéresse pas"". et la politesse en fait? il faut l'acheter en option sur votre site en ligne j'imagine. la moindre des choses serait de répondre même si la réponse est négative par politesse et ne pas laisser les gens dans le flou. bien contente effectivement que cet échange ai eu lieu pour voir la façon dont vous traitez les personnes qui s'interess(ai)ent à votre groupe. ps cottage delight n'est pas écossais ... mais c'est moi qui lit mal :)","['service', 'client', 'minable', 'début', 'e-mail', 'être', 'perdre', 'racont', 'nimporte', 'fournisseur', 'produit', 'ligne', 'travailler', 'fournisseur', 'écossais', 'direct', 'lalimentaire', 'faux', 'cest', 'nai', 'bien', 'regarder', 'évidemment', 'citer', 'final', 'revenir', 'désagréable', 'répondre', 'e-mail', 'cest', 'quil', 'intéresser', 'politesse', 'falloir', 'lacheter', 'option', 'site', 'ligne', 'jimagin', 'moindre', 'chose', 'répondre', 'réponse', 'négatif', 'politesse', 'flou', 'bien', 'content', 'effectivement', 'échange', 'lieu', 'voir', 'traiter', 'personne', 'sinteressaier', 'groupe', 'ps', 'cottage', 'delight', 'nest', 'écossais', 'cest', 'lire', 'mal']"
retard de livraison mais produit tres satisfaisant,pos,commentaire,retard de livraison mais produit tres satisfaisant,"['retard', 'livraison', 'produire', 'satisfaisant']"
"délai de livraison non respecté commande effectuée le 16/12/2024 et le 23/12 toujours rien. aucune réponse au mail envoyé ,pas de réponse à l’appel téléphonique.",neg,commentaire,"délai de livraison non respecté commande effectuée le 16/12/2024 et le 23/12 toujours rien. aucune réponse au mail envoyé ,pas de réponse à l’appel téléphonique.","['délai', 'livraison', 'non', 'respecter', 'command', 'effectuer', '16122024', '2312', 'rien', 'aucun', 'réponse', 'mail', 'envoyer', 'réponse', 'appel', 'téléphonique']"
"livraison en dépôt si vous travaillez,il vaut mieux passer par de vrais services.car ils renvoient la marchandise a grande vitesse et vous font payer la relivraison . j'ai donc demandé à ce qu'elle soit livrée sur mon lieux de travail,mail a l'appui...et on m'envoie un mail 2 jours plus tard pour me dire que le colis est au "" dépôt le plus proche""...",neg,commentaire,"livraison en dépôt si vous travaillez,il vaut mieux passer par de vrais services.car ils renvoient la marchandise a grande vitesse et vous font payer la relivraison . j'ai donc demandé à ce qu'elle soit livrée sur mon lieux de travail,mail a l'appui...et on m'envoie un mail 2 jours plus tard pour me dire que le colis est au "" dépôt le plus proche""...","['livraison', 'dépôt', 'travaillezil', 'valoir', 'mieux', 'passer', 'vrai', 'servicescar', 'renvoyer', 'marchandise', 'grand', 'vitesse', 'payer', 'relivraison', 'jai', 'demander', 'livrer', 'lieu', 'travailmail', 'lappuiet', 'menvoie', 'mail', '2', 'jour', 'tard', 'colis', 'dépôt']"
"quelle déception...voir sa cagnotte disparaître car soit disant on a pas été actif. mais les gens peuvent avoir des soucis et ne pas venir pendant un certain temps ou alors oublier de valider sa carte au passage en caisse. enfin bon pas du tout commercial. enfin, demander et payer la moitié d'une babka et s'appercevoir qu'on en a un quart bref je ne viendrai plus.",neg,commentaire,"quelle déception...voir sa cagnotte disparaître car soit disant on a pas été actif. mais les gens peuvent avoir des soucis et ne pas venir pendant un certain temps ou alors oublier de valider sa carte au passage en caisse. enfin bon pas du tout commercial. enfin, demander et payer la moitié d'une babka et s'appercevoir qu'on en a un quart bref je ne viendrai plus.","['déceptionvoir', 'cagnotte', 'disparaîtr', 'dire', 'être', 'actif', 'souci', 'venir', 'temps', 'oublier', 'valider', 'carte', 'passage', 'caisse', 'bon', 'commercial', 'demander', 'payer', 'moitié', 'dun', 'babka', 'sappercevoir', 'quon', 'quart', 'bref', 'venir']"
"très bonne appli, le suivi des commandes est nickel, je recommande :)",pos,commentaire,"très bonne appli, le suivi des commandes est nickel, je recommande :)","['bon', 'appli', 'suivi', 'commande', 'nickel', 'recommander']"
excellent fournisseur. du café au top ! ca fait plaisir de faire travailler des entreprises pareilles. je renouvellerai prochainement,pos,commentaire,excellent fournisseur. du café au top ! ca fait plaisir de faire travailler des entreprises pareilles. je renouvellerai prochainement,"['excellent', 'fournisseur', 'café', 'top', 'ca', 'plaisir', 'faire', 'travailler', 'entreprise', 'pareil', 'renouveler', 'prochainement']"
super site super produits avec de très bon conseils pour accompagner tous ça !,pos,commentaire,super site super produits avec de très bon conseils pour accompagner tous ça !,"['super', 'site', 'super', 'produire', 'bon', 'conseil', 'accompagner']"
commandé un produit en septembre 2022. le montant a été débité mais la livraison n’a jamais été effectuée. aucune réponse à mes sollicitations. ce site est une arnaque,neg,commentaire,commandé un produit en septembre 2022. le montant a été débité mais la livraison n’a jamais été effectuée. aucune réponse à mes sollicitations. ce site est une arnaque,"['commander', 'produit', 'septembre', '2022', 'montant', 'être', 'débité', 'livraison', 'jamais', 'être', 'effectuer', 'aucun', 'réponse', 'sollicitation', 'site', 'arnaque']"
"le colis de ma dernière commande est perdu quelque part, je ne l ai pas reçu. la cure gourmande ne me répond pas même après deux messages. de plus, il n y a aucun numéro de téléphone où joindre un service client.",neg,commentaire,"le colis de ma dernière commande est perdu quelque part, je ne l ai pas reçu. la cure gourmande ne me répond pas même après deux messages. de plus, il n y a aucun numéro de téléphone où joindre un service client.","['colis', 'dernier', 'command', 'perdre', 'part', 'l', 'recevoir', 'cure', 'gourmand', 'répondre', 'message', 'n', 'aucun', 'numéro', 'téléphone', 'joindre', 'service', 'client']"
"si je pouvais mettre 0, je le ferai. erreur d'adresse non solutionné par m&m's me soutenant que c'était à moi de me débrouiller, alors qu'au début de mes échanges avec le service client, il m'avait assuré qu'il le ferait une fois le numéro de client créer par chronopost. une fois que j'ai reçu le numéro, je les appelé, je suis tombé sur 2 messieurs. ils ne voulaient très clairement pas le faire. j'ai donc appelé chronopost qui m'ont stipulé que c'était à m&ms de le faire. personne n'a pas solutionné mon problème, je n'ai donc pas reçu mes m&ms personnalisé à temps pour le baptême de mon fils. je suis ecoeuré car après une première livraison, j'ai eu la possibilité de changer le lieu de reception dans un point relais et personne ne me l'a indiqué par téléphone. résultat: des m&ms vraiment de très mauvaise qualité en terme d'impression, photo deformée. très clairement, je vous le déconseille, on est très loin de la pub faite. service client 0!!!!!!!!!!!",neg,commentaire,"si je pouvais mettre 0, je le ferai. erreur d'adresse non solutionné par m&m's me soutenant que c'était à moi de me débrouiller, alors qu'au début de mes échanges avec le service client, il m'avait assuré qu'il le ferait une fois le numéro de client créer par chronopost. une fois que j'ai reçu le numéro, je les appelé, je suis tombé sur 2 messieurs. ils ne voulaient très clairement pas le faire. j'ai donc appelé chronopost qui m'ont stipulé que c'était à m&ms de le faire. personne n'a pas solutionné mon problème, je n'ai donc pas reçu mes m&ms personnalisé à temps pour le baptême de mon fils. je suis ecoeuré car après une première livraison, j'ai eu la possibilité de changer le lieu de reception dans un point relais et personne ne me l'a indiqué par téléphone. résultat: des m&ms vraiment de très mauvaise qualité en terme d'impression, photo deformée. très clairement, je vous le déconseille, on est très loin de la pub faite. service client 0!!!!!!!!!!!","['pouvoir', 'mettre', '0', 'ferai', 'erreur', 'dadresse', 'non', 'solutionner', 'mm', 'soutenir', 'céter', 'débrouiller', 'quau', 'début', 'échange', 'service', 'client', 'maver', 'assurer', 'quil', 'ferait', 'fois', 'numéro', 'client', 'créer', 'chronopost', 'fois', 'jai', 'recevoir', 'numéro', 'appeler', 'tomber', '2', 'monsieur', 'vouloir', 'clairement', 'faire', 'jai', 'appeler', 'chronopost', 'mont', 'stipuler', 'céter', 'mm', 'faire', 'solutionner', 'problème', 'ner', 'recevoir', 'mm', 'personnaliser', 'temps', 'baptême', 'fils', 'ecoeurer', 'livraison', 'jai', 'possibilité', 'changer', 'lieu', 'reception', 'point', 'relai', 'indiquer', 'téléphone', 'résultat', 'mm', 'vraiment', 'mauvais', 'qualité', 'terme', 'dimpression', 'photo', 'deformer', 'clairement', 'déconseille', 'loin', 'pub', 'faite', 'service', 'client', '0']"
"nous connaissons cette adresse depuis des années, le confinement ne nous a pas permis de nous rendre en alsace, nous avons donc passé commande. celle-ci nous a été livrée sous 48h dans la drôme, dans un emballage parfait. il ne nous reste plus qu'à passer à la dégustation ! nous recommandons vivement cette adresse. séverine & pascal",pos,commentaire,"nous connaissons cette adresse depuis des années, le confinement ne nous a pas permis de nous rendre en alsace, nous avons donc passé commande. celle-ci nous a été livrée sous 48h dans la drôme, dans un emballage parfait. il ne nous reste plus qu'à passer à la dégustation ! nous recommandons vivement cette adresse. séverine & pascal","['connaître', 'adresse', 'année', 'confinement', 'permettre', 'alsace', 'passer', 'command', 'celleci', 'être', 'livrer', '48h', 'drôme', 'emballage', 'parfaire', 'quà', 'passer', 'dégustation', 'recommander', 'vivement', 'adresse', 'séverin', 'pascal']"
j'ai apprécié l'amabilité du personnel qui l'a très bien conseillé pour la dégustation et l'achat d'un café,pos,commentaire,j'ai apprécié l'amabilité du personnel qui l'a très bien conseillé pour la dégustation et l'achat d'un café,"['jai', 'apprécier', 'lamabilité', 'personnel', 'bien', 'conseiller', 'dégustation', 'lachat', 'dun', 'café']"
très satisfaite de maxicoffee et des cafés perleo que je commande,pos,commentaire,très satisfaite de maxicoffee et des cafés perleo que je commande,"['satisfait', 'maxicoffee', 'café', 'perleo', 'commande']"
"je n'ai jamais reçu mon colis, le service client est injoignable!!! site à éviter absolument!",neg,commentaire,"je n'ai jamais reçu mon colis, le service client est injoignable!!! site à éviter absolument!","['ner', 'jamais', 'recevoir', 'colis', 'service', 'client', 'injoignable', 'sit', 'éviter', 'absolument']"
"l'envoi était super rapide. par contre, le thé n'a pas de goût. j'ai commandé deux sortes de rooibos différents (donc rooibos + d'autres épices) mais tout ce qui sort et le gout de rooibos. pourtant, on voit bien les épices dans le mélange mais on ne les sent pas. je suis très déçu des ses produits.",neg,commentaire,"l'envoi était super rapide. par contre, le thé n'a pas de goût. j'ai commandé deux sortes de rooibos différents (donc rooibos + d'autres épices) mais tout ce qui sort et le gout de rooibos. pourtant, on voit bien les épices dans le mélange mais on ne les sent pas. je suis très déçu des ses produits.","['lenvoi', 'super', 'rapide', 'contre', 'thé', 'goût', 'jai', 'commander', 'sorte', 'rooibos', 'rooibos', 'dautre', 'épice', 'sort', 'gout', 'rooibos', 'pourtant', 'voir', 'bien', 'épice', 'mélange', 'déçu', 'produit']"
"sacré boulangerie paul! année 1800, comme même! cette boulangerie se meurt. elle à perdu de son panache d'antan! hygiéne, perte,qualité, produit. pain changeant dune boulangerie-paul, à une autre. non! paul n'est plus au top! désormais si il se reléve pas, c'est fini pour lui.",neg,commentaire,"sacré boulangerie paul! année 1800, comme même! cette boulangerie se meurt. elle à perdu de son panache d'antan! hygiéne, perte,qualité, produit. pain changeant dune boulangerie-paul, à une autre. non! paul n'est plus au top! désormais si il se reléve pas, c'est fini pour lui.","['sacrer', 'boulangerie', 'paul', 'année', '1800', 'boulangerie', 'mourir', 'perdu', 'panache', 'dantan', 'hygiéne', 'pertequaliter', 'produit', 'pain', 'changer', 'dune', 'boulangeriepaul', 'non', 'paul', 'nest', 'top', 'reléve', 'cest', 'finir']"
"attention, certains produits bourrés d'additifs, dont un à risque (e132), un à risque modéré(e120) et deux à risque limité (e414). en plus, les fèves utilisés sont susceptibles d'être contaminées par des pesticides. numéro de lot : 25349",neg,commentaire,"attention, certains produits bourrés d'additifs, dont un à risque (e132), un à risque modéré(e120) et deux à risque limité (e414). en plus, les fèves utilisés sont susceptibles d'être contaminées par des pesticides. numéro de lot : 25349","['attention', 'produit', 'bourrer', 'dadditif', 'risque', 'e132', 'risque', 'modérée120', 'risque', 'limité', 'e414', 'fève', 'utiliser', 'susceptible', 'dêtr', 'contaminer', 'pesticide', 'numéro', 'lot', '25349']"
"après un achat le 28 mars, étant une cliente assez fidèle, la vendeuse m'offre un kit de jardinier en chocolat. quelle surprise de constater que la dlc est au 31 mars. pas très élégant ! cela fait très écoulement du vieyx stock.",neg,commentaire,"après un achat le 28 mars, étant une cliente assez fidèle, la vendeuse m'offre un kit de jardinier en chocolat. quelle surprise de constater que la dlc est au 31 mars. pas très élégant ! cela fait très écoulement du vieyx stock.","['achat', '28', 'mars', 'client', 'fidèle', 'vendeur', 'moffre', 'kit', 'jardinier', 'chocolat', 'surprise', 'constater', 'dlc', '31', 'mars', 'éléger', 'écoulemer', 'viey', 'stock']"
"sans saveur et cher. personnel désagréable. rue du calvaire, nantes. je déconseille.",neg,commentaire,"sans saveur et cher. personnel désagréable. rue du calvaire, nantes. je déconseille.","['saveur', 'cher', 'personnel', 'désagréable', 'rue', 'calvaire', 'nante', 'déconseiller']"
"peu de choix en spiritueux et pas les meilleurs... si vous laissez un avis négatif sur une bouteille, il ne sera pas publié... donc tout est faux. prix exagérés! les boutiques n'ouvrent pas la nuit (juste quand t'en as besoin...)",neg,commentaire,"peu de choix en spiritueux et pas les meilleurs... si vous laissez un avis négatif sur une bouteille, il ne sera pas publié... donc tout est faux. prix exagérés! les boutiques n'ouvrent pas la nuit (juste quand t'en as besoin...)","['choix', 'spiritueux', 'meilleur', 'laisser', 'avis', 'négatif', 'bouteille', 'publier', 'faux', 'prix', 'exagéré', 'boutique', 'nouvrer', 'nuit', 'ten', 'besoin']"
"excellent, sympa, bonne hygiène, bon prix! je recommande les deux jeunes restaurants ensuite pour faire une pause dans paris!",pos,commentaire,"excellent, sympa, bonne hygiène, bon prix! je recommande les deux jeunes restaurants ensuite pour faire une pause dans paris!","['excellent', 'sympa', 'bon', 'hygiène', 'bon', 'prix', 'recommander', 'jeune', 'restaurant', 'ensuite', 'faire', 'pause', 'pari']"
"je suis tombé sur le site via google. ne le connaissant pas j'ai hésité. finalement, j'ai commandé le mardi soir et j'ai été livré le vendredi. les bouteilles était très bien protégées. les prix sont compétitifs et le site web fonctionnel. sans doute je passerai d'autres commandes à l'avenir.",pos,commentaire,"je suis tombé sur le site via google. ne le connaissant pas j'ai hésité. finalement, j'ai commandé le mardi soir et j'ai été livré le vendredi. les bouteilles était très bien protégées. les prix sont compétitifs et le site web fonctionnel. sans doute je passerai d'autres commandes à l'avenir.","['tomber', 'site', 'google', 'connaître', 'jai', 'hésiter', 'finalement', 'jai', 'commander', 'mardi', 'soir', 'jai', 'être', 'livrer', 'vendredi', 'bouteille', 'bien', 'protéger', 'prix', 'compétitif', 'site', 'web', 'fonctionnel', 'doute', 'passer', 'dautre', 'commande', 'lavenir']"
"bravo : avec le nouveau bouchon qui se visse mal, une fois la bouteille ouverte une première fois, elle perd tout son gaz et devient une eau plate au deuxième service !",neg,commentaire,"bravo : avec le nouveau bouchon qui se visse mal, une fois la bouteille ouverte une première fois, elle perd tout son gaz et devient une eau plate au deuxième service !","['bravo', 'bouchon', 'voir', 'mal', 'fois', 'bouteill', 'fois', 'perdre', 'gaz', 'devenir', 'eau', 'plat', 'service']"
trop de pub….début de la fin….faut pas exagérer…,neg,commentaire,trop de pub….début de la fin….faut pas exagérer…,"['trop', 'pub', 'début', 'fin', 'falloir', 'exagérer']"
impeccable et livraison rapide.,pos,commentaire,impeccable et livraison rapide.,"['impeccable', 'livraison', 'rapide']"
rapidité d’exécution des commandes contrairement à d’autres sites internet.,pos,commentaire,rapidité d’exécution des commandes contrairement à d’autres sites internet.,"['rapidité', 'exécution', 'commande', 'contrairement', 'site', 'internet']"
"j attends un appel depuis 2 ou 3 semaines concernant des produits pour lesquels la date de peremption est trop courte, alors que j'avais prévenu par téléphone de mon besoin de dates lointaines. on m a annoncé un avoir pour le chocolat manquant et pour le reste , grand silence.. magré mes appels et messages sur le site. je regrette de ne plus avoir mon contact habituel kevin, je souhaite pouvoir joindre qq au téléphone. merci de me contacter svp , c est mon xe message.. slt",neg,commentaire,"j attends un appel depuis 2 ou 3 semaines concernant des produits pour lesquels la date de peremption est trop courte, alors que j'avais prévenu par téléphone de mon besoin de dates lointaines. on m a annoncé un avoir pour le chocolat manquant et pour le reste , grand silence.. magré mes appels et messages sur le site. je regrette de ne plus avoir mon contact habituel kevin, je souhaite pouvoir joindre qq au téléphone. merci de me contacter svp , c est mon xe message.. slt","['j', 'attend', 'appel', '2', '3', 'semaine', 'produit', 'date', 'peremption', 'trop', 'court', 'javais', 'prévenir', 'téléphone', 'besoin', 'date', 'lointain', 'm', 'annoncer', 'chocolat', 'manquant', 'grand', 'silence', 'magré', 'appel', 'message', 'site', 'regretter', 'contact', 'habituel', 'kevin', 'souhaiter', 'pouvoir', 'joindre', 'qq', 'téléphone', 'contacter', 'svp', 'c', 'xe', 'message', 'slt']"
"j'attends toujours la ré expedition d'un colis arrivé cassé, en février. ils sont impossible à joindre (aucune réponse aux emails, téléphone sur messagerie) c'est une arnaque pure et simple.",neg,commentaire,"j'attends toujours la ré expedition d'un colis arrivé cassé, en février. ils sont impossible à joindre (aucune réponse aux emails, téléphone sur messagerie) c'est une arnaque pure et simple.","['jattend', 'ré', 'expedition', 'dun', 'colis', 'arriver', 'casser', 'février', 'impossible', 'joindre', 'aucun', 'réponse', 'e-mail', 'téléphone', 'messagerie', 'cest', 'arnaqu', 'pur', 'simple']"
bien livré. sans aucun problème,pos,commentaire,bien livré. sans aucun problème,"['bien', 'livrer', 'aucun', 'problème']"
livraison assez rapide mais cartons très abimés a l’arrivée pourtant bien filmés avec bande de garantie,pos,commentaire,livraison assez rapide mais cartons très abimés a l’arrivée pourtant bien filmés avec bande de garantie,"['livraison', 'rapide', 'carton', 'abimer', 'arriver', 'pourtant', 'bien', 'filmer', 'bande', 'garantie']"
trop de pub illisible,neg,commentaire,trop de pub illisible,"['trop', 'pub', 'illisible']"
"c'est devenu ma routine depuis quelques semaines, je le consomme essentiellement avec du lait froid, c'est entre le cacao et le café, j'aime beaucoup, c'est très doux.",pos,commentaire,"c'est devenu ma routine depuis quelques semaines, je le consomme essentiellement avec du lait froid, c'est entre le cacao et le café, j'aime beaucoup, c'est très doux.","['cest', 'devenir', 'routine', 'semaine', 'consomme', 'essentiellement', 'lait', 'froid', 'cest', 'cacao', 'café', 'jaime', 'beaucoup', 'cest', 'doux']"
"bon goût, facile à intégrer dans sa morning routine. utilisation depuis 2 semaines, encore un peu tôt de mesurer tous les bienfaits. relation client soignée.",pos,commentaire,"bon goût, facile à intégrer dans sa morning routine. utilisation depuis 2 semaines, encore un peu tôt de mesurer tous les bienfaits. relation client soignée.","['bon', 'goût', 'facile', 'intégrer', 'morning', 'routine', 'utilisation', '2', 'semaine', 'tôt', 'mesurer', 'bienfait', 'relation', 'client', 'soigner']"
"lamentable, pas de livraison d'eau depuis 3 mois, avec des dates de livraison annoncé non honorés. plus d'eau donc machine inutilisable. j'appelle tout les jours, tous les jour on me dit qu'on traite ma demande. j'ai demandé l'annulation de l'abonnement par recommandé. on me donne une date de retrait de la machine et encore une fois personne ne vient. et ils ont le culot de m'envoyer une facture pour la location de la machine pour le mois qui arrive. service médiocre, lamentable, à fuir. ils ne servent à rien.",neg,commentaire,"lamentable, pas de livraison d'eau depuis 3 mois, avec des dates de livraison annoncé non honorés. plus d'eau donc machine inutilisable. j'appelle tout les jours, tous les jour on me dit qu'on traite ma demande. j'ai demandé l'annulation de l'abonnement par recommandé. on me donne une date de retrait de la machine et encore une fois personne ne vient. et ils ont le culot de m'envoyer une facture pour la location de la machine pour le mois qui arrive. service médiocre, lamentable, à fuir. ils ne servent à rien.","['lamentable', 'livraison', 'deau', '3', 'mois', 'date', 'livraison', 'annoncer', 'non', 'honoré', 'deau', 'machine', 'inutilisable', 'jappelle', 'jour', 'jour', 'quon', 'traite', 'demande', 'jai', 'demander', 'lannulation', 'labonnement', 'recommander', 'donne', 'date', 'retrait', 'machine', 'fois', 'venir', 'culot', 'menvoyer', 'facture', 'location', 'machine', 'mois', 'arriver', 'service', 'médiocre', 'lamentable', 'fuir', 'servir', 'rien']"
une expérience formidable surtout que je n‘avais plus accès à des grains de kéfir depuis un certains temps car j‘avais été absente et je n‘avais pas eu l’occasion de faire passer mes grains à d‘autres personnes ! en tout cas c‘est une très chouette expérience d‘autant plus que nous avons la chance de recevoir les grains gratuitement… de temps en temps j‘achète du kéfir de symbiose même si j‘en fais moi-même et j‘ai acheté aussi le livre qui est super bien expliqué !,pos,commentaire,une expérience formidable surtout que je n‘avais plus accès à des grains de kéfir depuis un certains temps car j‘avais été absente et je n‘avais pas eu l’occasion de faire passer mes grains à d‘autres personnes ! en tout cas c‘est une très chouette expérience d‘autant plus que nous avons la chance de recevoir les grains gratuitement… de temps en temps j‘achète du kéfir de symbiose même si j‘en fais moi-même et j‘ai acheté aussi le livre qui est super bien expliqué !,"['expérience', 'formidable', 'n‘aver', 'accès', 'grain', 'kéfir', 'temps', 'j‘avai', 'être', 'absent', 'n‘aver', 'occasion', 'faire', 'passer', 'grain', 'd‘autres', 'personne', 'cas', 'c‘est', 'chouette', 'expérience', 'd‘auter', 'chance', 'recevoir', 'grain', 'gratuitement', 'temps', 'temps', 'j‘achèt', 'kéfir', 'symbiose', 'j‘en', 'moimêm', 'j‘ai', 'acheter', 'livre', 'super', 'bien', 'expliquer']"
la commande a été prise en compte rapidement et la livraison a eu lieu dans un temps vraiment réduit ce qui est particulièremet appréciable s'agissant de denrées alimentaires,pos,commentaire,la commande a été prise en compte rapidement et la livraison a eu lieu dans un temps vraiment réduit ce qui est particulièremet appréciable s'agissant de denrées alimentaires,"['commande', 'être', 'prendre', 'compte', 'rapidement', 'livraison', 'lieu', 'temps', 'vraiment', 'réduire', 'particulièremet', 'appréciable', 'sagisser', 'denrée', 'alimentaire']"
commande internet compliquée. tous les articles proposés ne sont en fait pas disponibles. soit c'est plus la saison !!! soit c'est une rupture de stock. l'information sur les frais de port n’était pas claire. au final près de 50% de ce que je voulais n'est pas disponible. aucun dédommagement n'est proposé a titre commercial,neg,commentaire,commande internet compliquée. tous les articles proposés ne sont en fait pas disponibles. soit c'est plus la saison !!! soit c'est une rupture de stock. l'information sur les frais de port n’était pas claire. au final près de 50% de ce que je voulais n'est pas disponible. aucun dédommagement n'est proposé a titre commercial,"['commande', 'internet', 'compliqué', 'article', 'proposer', 'disponible', 'cest', 'saison', 'cest', 'rupture', 'stock', 'linformation', 'frais', 'port', 'clair', 'final', '50', 'vouloir', 'nest', 'disponible', 'aucun', 'dédommagement', 'nest', 'proposer', 'titre', 'commercial']"
"très satisfait de mon premier abonnement , donc je réitère ma commande pour l’offrir à noël 3 abonnement , les même bouteille arrive au 3 abonnement différent commander avec le même compte , super déçu du vin et des colis recopier ..",neg,commentaire,"très satisfait de mon premier abonnement , donc je réitère ma commande pour l’offrir à noël 3 abonnement , les même bouteille arrive au 3 abonnement différent commander avec le même compte , super déçu du vin et des colis recopier ..","['satisfait', 'abonnemer', 'réitérer', 'commande', 'offrir', 'noël', '3', 'abonnemer', 'bouteille', 'arriver', '3', 'abonnemer', 'commander', 'compte', 'super', 'décevoir', 'vin', 'colis', 'recopier']"
"a éviter à tout prix. achat d'un réfrigérateur encastrable avec bac congélation rbop 3683/n que nous avons depuis le 17/12/2021 et qui est défectueux depuis avril 2022. l'expert haier a reconnu la défaillance de l'appareil. depuis plus de 2 ans malgré les relances téléphoniques, emails et courriers postaux, nous n'avons pas de retour. la garantie de 2 ans conforme à la règlementation est à priori optionnelle pour le groupe haier (rosière, candy, hoover). une attaque juridique semble la seule solution pour être pris en considération",neg,commentaire,"a éviter à tout prix. achat d'un réfrigérateur encastrable avec bac congélation rbop 3683/n que nous avons depuis le 17/12/2021 et qui est défectueux depuis avril 2022. l'expert haier a reconnu la défaillance de l'appareil. depuis plus de 2 ans malgré les relances téléphoniques, emails et courriers postaux, nous n'avons pas de retour. la garantie de 2 ans conforme à la règlementation est à priori optionnelle pour le groupe haier (rosière, candy, hoover). une attaque juridique semble la seule solution pour être pris en considération","['éviter', 'prix', 'achat', 'dun', 'réfrigérateur', 'encastrable', 'bac', 'congélation', 'rbop', '3683n', '17122021', 'défectueux', 'avril', '2022', 'lexpert', 'haier', 'reconnaître', 'défaillance', 'lappareil', '2', 'an', 'relance', 'téléphonique', 'email', 'courrier', 'postal', 'naver', 'garantie', '2', 'an', 'conforme', 'règlementation', 'priori', 'optionnel', 'groupe', 'haier', 'rosièr', 'candy', 'hoover', 'attaque', 'juridique', 'solution', 'prendre', 'considération']"
